Index,Keyword,Tweets
80,Aatrox,: Pose test for Aatrox statue

81,Aatrox,: Pose test for Aatrox statue

82,Aatrox,: She did my makeup so i get to name our first born aatrox

83,Aatrox,She did my makeup so i get to name our first born aatrox

84,Aatrox,: Pose test for Aatrox statue

85,Aatrox,not to be a monsterfucker but rhaast and aatrox are my goth tiddy bfs

86,Aatrox,: Pose test for Aatrox statue

87,Aatrox,: rhaast and varus are baby

88,Aatrox,: Pose test for Aatrox statue

89,Aatrox,Looks at ur Aatrox's KDA How indeed

90,Aatrox,: Pose test for Aatrox statue

91,Aatrox,: Aatrox &amp; Ashe

92,Aatrox,aatrox can cRUSH MEEEE

93,Aatrox,: Pose test for Aatrox statue

94,Aatrox,: Pose test for Aatrox statue

95,Aatrox,: Pose test for Aatrox statue

96,Aatrox,aatrox you handsome boy i love youuuuuu

97,Aatrox,: Pose test for Aatrox statue

98,Aatrox,: Pose test for Aatrox statue

99,Aatrox,: Pose test for Aatrox statue

100,Aatrox,: Pose test for Aatrox statue

101,Aatrox,firstpick aatrox foda-se

102,Aatrox,: Pose test for Aatrox statue

103,Aatrox,: Pose test for Aatrox statue

104,Aatrox,: Pose test for Aatrox statue

105,Aatrox,: Pose test for Aatrox statue

106,Aatrox,: Pose test for Aatrox statue

107,Aatrox,: Pose test for Aatrox statue

108,Aatrox,": "" You eected me smash Jinx first ? But it was you, Taric !!! """

109,Aatrox,: Pose test for Aatrox statue

110,Aatrox,: Pose test for Aatrox statue

111,Aatrox,: Pose test for Aatrox statue

112,Aatrox,"But they turned Mordekaiser, Aatrox, and Yorick into totally different champs. So I have to play Teemo Neeko is fun to"

113,Aatrox,: Pose test for Aatrox statue

114,Aatrox,: Pose test for Aatrox statue

115,Aatrox,: Pose test for Aatrox statue

116,Aatrox,: Pose test for Aatrox statue

117,Aatrox,The only peace I seek... is death. âAatrox

118,Aatrox,: Pose test for Aatrox statue

119,Aatrox,"Lies, your mid is always in my ass Like that feral Aatrox"

120,Aatrox,: Pose test for Aatrox statue

121,Aatrox,: Pose test for Aatrox statue

122,Aatrox,: Pose test for Aatrox statue

123,Aatrox,: Pose test for Aatrox statue

124,Aatrox,: Pose test for Aatrox statue

125,Aatrox,: Pose test for Aatrox statue

126,Aatrox,: Pose test for Aatrox statue

127,Aatrox,: Pose test for Aatrox statue

128,Aatrox,: Pose test for Aatrox statue

129,Aatrox,: Pose test for Aatrox statue

130,Aatrox,every sugoi camille vs aatrox

131,Aatrox,": mids who abused akali, irelia, aatrox, zoe love talking about busted champs"

132,Aatrox,They wont ever delete a champion like they did with Aatrox

133,Aatrox,: rhaast and varus are baby

134,Aatrox,: aatrox after getting a kill in ult

135,Aatrox,: aatrox after getting a kill in ult

136,Aatrox,"Hi, will you update vict. aatrox vfx? And the gold more shiny?"

137,Aatrox,: aatrox after getting a kill in ult

138,Aatrox,highlight the aatrox that somehow managed to die times in minutes and the zoe that just selfdestruct and soldâ¦

139,Aatrox,DARK HARVEST AATROX BUSTED. + AD MY MOM LEFT ME AFTER THIS MATCH.

140,Aatrox,IS AATROX STRONG OR WEAK? HE HEALS SO MUCH! | League of Legends - -

141,Aatrox,: Aatrox &amp; Ashe

142,Aatrox,"I wonât stop playing Aatrox, even if heâs a trollpick"

143,Aatrox,: rhaast and varus are baby

144,Aatrox,"Just casually sitting in class procrastinating like usually, when I get a message from an old league friend who telâ¦"

145,Aatrox,How do you play Aatrox?

146,Aatrox,: rhaast and varus are baby

147,Aatrox,How is aatrox not in the bottom tier? Hashinshin is literal proof

148,Aatrox,just saw the aatrox was /13LMAO

149,Aatrox,Nah not as big changes as Akali n Aatrox that's for sure

150,Aatrox,: Art trade with based on this httpâ¦

151,Aatrox,: Pose test for Aatrox statue

152,Aatrox,NERF APHELIOS! NERF RIVEN! NERF KENNEN! NERF VLADIMIR! FIX THE TOPLANE! BUFF TO AATROX! NERF APHELâ¦

153,Aatrox,: Pose test for Aatrox statue

154,Aatrox,King Crimson Aatrox I spent too long on this help what's wrong with me

155,Aatrox,: rhaast and varus are baby

156,Aatrox,Please help aatrox PepeHands

157,Aatrox,"We played together long ago, when Aatrox got reworked you quit on the account with this name and gave it to me"

158,Aatrox,Aatrox probably shouldn't be on this list tho aha ha

159,Aatrox,I accidentaly picked Aatrox into Garen

160,Aatrox,Did you see the sylas mechanical changes? Imagine what will they do with aatrox. Bothâ¦

161,Aatrox,": What I've become, you can't beat now, Aatrox."

162,Aatrox,: Krampus per requests on Discord

163,Aatrox,: Pose test for Aatrox statue

164,Aatrox,renekton: insane after being trapped in darkness for a millenium aatrox: insane after being trapped in a suffocatinâ¦

165,Aatrox,How tf is Aatrox easier than Nami or Jayce

166,Aatrox,"Of course this doesn't apply to Aatrox, Darius, Camille, Renekton, fu**in Riven, and other things, butâ¦"

167,Aatrox,Aatrox looks like devilman

168,Aatrox,": a christmas aatrox, as a sexy reindeer ples forgive me"

169,Aatrox,"So, you know what the update is going to be? just something over the skills ? or the whole Riot special like Akali or Aatrox?"

170,Aatrox,Aatrox skin?

171,Aatrox,I criticized hard on Aatrox skin but i never doubted you had talent to do great skins ^-^ Good job. Oneâ¦

172,Aatrox,Small dick energy

173,Aatrox,That Level Aatrox was brutal at the end :/

174,Aatrox,is it too late to claim vic aatrox if u re lvl honor last checkpoint rn?

175,Aatrox,"Also I'm still salty he can keep and ult that literally keeps him from dying, and can be used WHEN HE'S SILENCED, bâ¦"

176,Aatrox,"So, got my jacket my mum was holding on for me... Did I pay Â£60 for the hoodie and get a free skin? Or did I getâ¦"

177,Aatrox,: some practice I made yesterday before bed.

178,Aatrox,lmao if hashinshin is like that idfc as long as he gives us aatrox plays I need it for research

179,Aatrox,For the love of the game please buff aatrox give him bonus armour penetration

180,Aatrox,lol sick in the head just like all aatrox players

181,Aatrox,That aatrox popoed of to hard needs nerfs lmao

182,Aatrox,aatrox abuser in S10 should be butchered like his champ

183,Aatrox,u telling me that illaoi is less toxic than fiddle? good thing I'm an Urgot main lol. Also I totally agree with thâ¦

184,Aatrox,Aatrox was promised with a mechanical change. Where is it Mark?

185,Aatrox,"RIVEN vs hashinshin AATROX (TOP) | early solo kills, KDA /1/0, Triple Kill | NA Master | v9.24â¦"

186,Aatrox,Pose test for Aatrox statue

187,Aatrox,"So the game I lost earlier with star noc, reksai and Aatrox wasnt the nerfed blender version, huh intresting..."

188,Aatrox,"MORDEKAISER vs hashinshin AATROX (TOP) | M mastery points, + games | NA Diamond | v9.24â¦"

189,Aatrox,"Mao,Aatrox,akali,janna, and Galio..fucked my team so hard with so much cc.. couldnât do jack shit in team fights anâ¦"

190,Aatrox,A good example ive heard recently is from Hashinshin. Complaining that Akali is broken and stronger then Aatrox becâ¦

191,Aatrox,"Ap jungler, ap mid into a Aatrox top. So what does our top pick? Fiora, Camille, Kled to ruin him? Nope. Kassadin."

192,Aatrox,: rhaast and varus are baby

193,Aatrox,I always wanna play Aatrox because heâs fun and looks OP on the other team but when I get him itâs alâ¦

194,Aatrox,Aatrox good now?

195,Aatrox,Really cool stats on current ARAM meta. Aatrox is so weird to me because he seems to always carry when I or my friâ¦

196,Aatrox,: rhaast and varus are baby

197,Aatrox,uhmm yeah aftershock aatrox

198,Aatrox,"It was pretty sad, I normally do not care about about the rewards too much but I am an Aatrox one tricâ¦"

199,Aatrox,"mids who abused akali, irelia, aatrox, zoe love talking about busted champs"

